,Company,Rating,Job_Title,Location,Salary,Job_Description,URL
84,Rhombus Power,4.7,Data Scientist,"Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=323&ao=1091461&s=58&guid=0000017597c5f476889038e6b71cd7ef&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7e3990bb&cb=1604569134651&jobListingId=3727698698
85,Tesla,3.6,"Data Scientist, Reliability Engineering","Palo Alto, CA",97K-154K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=324&ao=1091461&s=58&guid=0000017597c5f476889038e6b71cd7ef&src=GD_JOB_AD&t=SR&vt=w&cs=1_1c3b1700&cb=1604569134651&jobListingId=3663427946
86,Affinity Solutions,3.2,Data QA Engineer,"San Jose, CA",48K-82K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=1061806&s=58&guid=0000017597c5f476889038e6b71cd7ef&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_03d479e0&cb=1604569134651&jobListingId=3646436049
87,Flexton,4.2,Data Scientist,"Santa Clara, CA",100K-136K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=326&ao=4120&s=58&guid=0000017597c5f476889038e6b71cd7ef&src=GD_JOB_AD&t=SR&vt=w&cs=1_23f086cb&cb=1604569134652&jobListingId=3475812142
88,Intel Corporation,4.1,Machine Learning Data Scientist,"Santa Clara, CA",115K-181K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=327&ao=4120&s=58&guid=0000017597c5f476889038e6b71cd7ef&src=GD_JOB_AD&t=SR&vt=w&cs=1_88dfdfdb&cb=1604569134652&jobListingId=3704772055
89,"Upstart Network, Inc.",4.4,Data Scientist,"San Mateo, CA",114K-182K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=328&ao=1091461&s=58&guid=0000017597c5f476889038e6b71cd7ef&src=GD_JOB_AD&t=SR&vt=w&cs=1_2e556b84&cb=1604569134653&jobListingId=3681166255
90,Apple,4.2,Data Scientist,"Santa Clara, CA",115K-183K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=191997&s=58&guid=0000017597c5f476889038e6b71cd7ef&src=GD_JOB_AD&t=SR&vt=w&cs=1_2b5d6af7&cb=1604569134654&jobListingId=3705398970
91,Finrise,5,Data Scientist,"Burlingame, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=330&ao=1091461&s=58&guid=0000017597c5f476889038e6b71cd7ef&src=GD_JOB_AD&t=SR&vt=w&cs=1_a3f0c85b&cb=1604569134654&jobListingId=3663457013
92,One Concern,3.1,"Data Scientist, Machine Learning","Menlo Park, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=148364&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_edc3eeec&cb=1604569143926&jobListingId=3646352573
93,Hyundai America Technical Center,2.9,Data Scientist,"Mountain View, CA",107K-175K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=402&ao=4484&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c31dc3b9&cb=1604569143926&jobListingId=3681334817
94,Miles,1.8,Data Scientist,"Redwood City, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=403&ao=8095&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_a51f367f&cb=1604569143926&jobListingId=3318696376
95,Robinhood,4.8,"Data Scientist, CX Understanding","Menlo Park, CA",113K-179K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=404&ao=136822&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_3ed3be96&cb=1604569143927&jobListingId=3733666422
96,Joby Aviation,4.1,Data Scientist,"San Carlos, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=405&ao=1020558&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_81b3e25a&cb=1604569143928&jobListingId=3664211266
97,PubMatic,4.1,Data Scientist,"Redwood City, CA",115K-184K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=4134&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_27e0aa58&cb=1604569143929&jobListingId=3728215577
98,TikTok,4.1,"Data Scientist - Analytics, Trust & Safety","Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=407&ao=934755&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_c81f1053&cb=1604569143931&jobListingId=3617023489
99,Gayathri's Sandbox,,Data Scientist,"Menlo Park, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=408&ao=4128&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_fbddd060&cb=1604569143932&jobListingId=2508338135
100,Andreessen Horowitz,3.7,Data Scientist,"Menlo Park, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=409&ao=1091461&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_65e5aa1f&cb=1604569143933&jobListingId=3696920877
101,Aisera,4.4,NLP Data Scientist,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=410&ao=66506&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5b72e9eb&cb=1604569143934&jobListingId=3546336924
102,Intuit,4.3,Manager 3 Data and Analytics,"Mountain View, CA",114K-191K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=411&ao=1044074&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_590492f0&cb=1604569143934&jobListingId=3723481556
103,Bosch Group,4.1,Data Scientist - Deep Learning,"Sunnyvale, CA",123K-199K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=412&ao=4134&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_4205fab5&cb=1604569143934&jobListingId=3711345382
104,Savari,3.7,Data Scientist,"Santa Clara, CA",66K-109K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=413&ao=1091461&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_d7fdba52&cb=1604569143934&jobListingId=3663403813
105,Google,4.5,"Data Scientist, Operations Data Science","Mountain View, CA",118K-193K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=414&ao=37049&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_f712fdea&cb=1604569143934&jobListingId=3402525984
106,Facebook,4.5,"Data Scientist, Analytics - Groups Ranking and Growth","Menlo Park, CA",119K-188K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=415&ao=1139178&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_f9d7cd8c&cb=1604569143935&jobListingId=3723309014
107,Facebook,4.5,Research Data Scientist,"Menlo Park, CA",108K-174K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=416&ao=132920&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_1c02c30c&cb=1604569143935&jobListingId=3683118584
108,ELT Solutions,,Data Scientist,"San Jose, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=417&ao=1091454&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_c56fbc9a&cb=1604569143944&jobListingId=3700485395
109,Intuit,4.3,Big Data Engineer (DW/ETL),"Mountain View, CA",87K-157K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=418&ao=1044074&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_82fda104&cb=1604569143937&jobListingId=3723481618
110,Salesforce,4.4,"Data Science Engineering, Machine Learning","Palo Alto, CA",110K-189K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=419&ao=133319&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_5dd1048b&cb=1604569143937&jobListingId=3513577823
111,Potrero Medical Inc.,4.2,Jr. Data Scientist,"Hayward, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=420&ao=1091461&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_a679f613&cb=1604569143938&jobListingId=3694825809
112,Mobileum,3.2,Data Scientist,"Cupertino, CA",90K-146K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=421&ao=4120&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_5119777e&cb=1604569143938&jobListingId=3689838016
113,Arsenal Biosciences,5,Scientist - Synthetic Biology,"South San Francisco, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=422&ao=1070179&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_6368cc88&cb=1604569143938&jobListingId=3644946398
114,Bosch Group,4.1,Data Scientist,"Sunnyvale, CA",112K-175K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=423&ao=1091461&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_574a94e0&cb=1604569143939&jobListingId=3728109109
115,Natera,4,Data Scientist,"San Carlos, CA",89K-142K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=424&ao=134544&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_cf2726c4&cb=1604569143939&jobListingId=3687742202
116,Facebook,4.5,"Data Scientist, Legal","Menlo Park, CA",108K-174K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=425&ao=1139205&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_ac35de30&cb=1604569143940&jobListingId=3680017820
117,Electronic Arts,4,AI Scientist,"Redwood City, CA",94K-156K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=426&ao=37049&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_8715e63b&cb=1604569143941&jobListingId=3557736032
118,"Central Business Solutions, Inc",3,Data Scientist I,"Santa Clara, CA",65K-108K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=427&ao=4321&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0b79f44c&cb=1604569143941&jobListingId=3725008479
119,Activision Blizzard,3.6,"Data Scientist, Live Ops","Foster City, CA",83K-137K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=428&ao=259320&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_08e93060&cb=1604569143941&jobListingId=3732293527
120,LeanTaaS,3.9,Data Scientist,"Santa Clara, CA",87K-143K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=429&ao=148364&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_27cb0f47&cb=1604569143941&jobListingId=3647981195
121,"Amazon Web Services, Inc.",3.9,Data Scientist - Nationwide Opportunities,"Palo Alto, CA",104K-166K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=430&ao=1091461&s=58&guid=0000017597c61784a1eea594399bd424&src=GD_JOB_AD&t=SR&vt=w&cs=1_441787c2&cb=1604569143943&jobListingId=3683078030
122,LeanTaaS,3.9,Data Scientist,"Santa Clara, CA",87K-143K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=501&ao=148364&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_75481e1b&cb=1604569153128&jobListingId=3647981195
123,Arsenal Biosciences,5,Scientist - Bioengineering and Assay Development,"South San Francisco, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=502&ao=1070179&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_0dae831d&cb=1604569153130&jobListingId=3655525761
124,Astreya,3.4,Data Scientist III,"San Jose, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=503&ao=447465&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_1fd2eb5f&cb=1604569153130&jobListingId=3693198538
125,Nuro,4.3,"Data Scientist, Autonomy Systems","Mountain View, CA",98K-157K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=504&ao=1091461&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3b821fbc&cb=1604569153131&jobListingId=3663415721
126,One Concern,3.1,Data Scientist - Vulnerability,"Menlo Park, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=505&ao=1091461&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_e2791962&cb=1604569153134&jobListingId=3663432703
127,F5,3.9,Data Scientist - Analytics Product Group,"Santa Clara, CA",108K-171K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=506&ao=242900&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_439007b5&cb=1604569153135&jobListingId=3624343154
128,ByteDance,3.8,"Data Scientist, Networking","Mountain View, CA",78K-129K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=507&ao=934755&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_c48fb0da&cb=1604569153135&jobListingId=3721840958
129,Facebook,4.5,"Data Scientist, Auction and Delivery","Menlo Park, CA",121K-192K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=508&ao=329308&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_516c99b4&cb=1604569153135&jobListingId=3710147607
130,Kinect,,Data Scientist,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=509&ao=1091461&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_b6ac53a8&cb=1604569153139&jobListingId=3663629530
131,Houzz,4,Data Scientist | Marketplace Product,"Palo Alto, CA",95K-118K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=510&ao=1091461&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_891880bc&cb=1604569153135&jobListingId=3710422116
132,ByteDance,3.8,Data Scientist,"Mountain View, CA",69K-116K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=511&ao=934755&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_fc7d9c85&cb=1604569153136&jobListingId=3560213144
133,eBay Inc.,3.8,"Data Science Engineer, Recent Graduate","San Jose, CA",93K-164K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=512&ao=1091461&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_c53aa301&cb=1604569153136&jobListingId=3663396532
134,Teladoc Health,4,Applied Machine Learning Scientist,"Mountain View, CA",87K-153K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=513&ao=1091461&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5159f9e9&cb=1604569153136&jobListingId=3733775479
135,Big Data Federation,,Data Scientist,"Santa Clara, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=514&ao=1091461&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_21a11aa2&cb=1604569153146&jobListingId=3663400416
136,eBay Inc.,3.8,Search Science Data Scientist,"San Jose, CA",103K-168K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=515&ao=1091461&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_5c3a0f1d&cb=1604569153138&jobListingId=3681158755
137,Getinsured,3.4,Senior Data Analyst,"Mountain View, CA",72K-127K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=516&ao=1133867&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_63dece29&cb=1604569153138&jobListingId=3711143017
138,Trianz,2.5,Data Engineer,"Santa Clara, CA",79K-147K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=517&ao=1044077&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7e3b9d49&cb=1604569153139&jobListingId=3647994198
139,Vitria Technology,3.5,Vitria Data Scientist,"Menlo Park, CA",115K-154K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=518&ao=4120&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f6242e7b&cb=1604569153139&jobListingId=3102877867
140,Splunk,4.1,Data Scientist - Global Business Operations,"San Jose, CA",121K-191K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=519&ao=4128&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_d728861b&cb=1604569153140&jobListingId=3625953997
141,Teladoc Health,4,"Data Scientist III, Growth Analytics","Mountain View, CA",100K-161K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=520&ao=1091461&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e6511a41&cb=1604569153142&jobListingId=3733775506
142,PACT Pharma,3.7,"Scientist II, Tumor Immunology Clinical Pipeline","South San Francisco, CA",77K-164K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=521&ao=1137541&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_dd326447&cb=1604569153142&jobListingId=3642816309
143,IBM,3.8,Data Scientist,"San Jose, CA",106K-169K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=522&ao=128418&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_d78282c3&cb=1604569153142&jobListingId=3725417165
144,Aible,5,Data Science,"Foster City, CA",106K-143K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=523&ao=148364&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_aa260dcc&cb=1604569153142&jobListingId=3307089237
145,Jabil,3.8,Data Scientist,"San Jose, CA",82K-132K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=524&ao=1091461&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_0eb49f56&cb=1604569153143&jobListingId=3689329555
146,Houzz,4,Data Scientist | SEO and Consumer Products,"Palo Alto, CA",95K-118K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=525&ao=1091461&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_b699d69a&cb=1604569153144&jobListingId=3710422044
147,Teladoc Health,4,Data Scientist - Clinical Services,"Mountain View, CA",87K-142K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=526&ao=8095&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c1f09856&cb=1604569153145&jobListingId=3678597466
148,BillionToOne,,Data Scientist,"West Menlo Park, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=527&ao=14295&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_839ad234&cb=1604569153148&jobListingId=3725438683
149,Roblox,4.5,Data Scientist - Discovery,"San Mateo, CA",119K-187K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=528&ao=1091461&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6feed543&cb=1604569153145&jobListingId=3726204301
150,Apple,4.2,"Data Scientist - Fraud Engineering, Algorithms, and Risk","Santa Clara, CA",117K-154K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=529&ao=4120&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_5577b4b3&cb=1604569153146&jobListingId=3088437599
151,Fiddler AI,,Data Scientist,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=530&ao=148364&s=58&guid=0000017597c63c9aaa79ee4a1064fa61&src=GD_JOB_AD&t=SR&vt=w&cs=1_1dfcc454&cb=1604569153147&jobListingId=3720057469
152,Roblox,4.5,Data Scientist - Discovery,"San Mateo, CA",119K-187K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=601&ao=1091461&s=58&guid=0000017597c66081bd7110394799593b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_df81cecd&cb=1604569162544&jobListingId=3726204301
153,Fiddler AI,,Data Scientist,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=602&ao=148364&s=58&guid=0000017597c66081bd7110394799593b&src=GD_JOB_AD&t=SR&vt=w&cs=1_c898a6b3&cb=1604569162545&jobListingId=3720057469
154,Apple,4.2,"Data Scientist - Fraud Engineering, Algorithms, and Risk","Santa Clara, CA",117K-154K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=603&ao=4120&s=58&guid=0000017597c66081bd7110394799593b&src=GD_JOB_AD&t=SR&vt=w&cs=1_4a052486&cb=1604569162547&jobListingId=3088437599
155,IntelliPro Group Inc.,4.2,Data Scientist,"Santa Clara, CA",66K-111K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=604&ao=4341&s=58&guid=0000017597c66081bd7110394799593b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fb502add&cb=1604569162551&jobListingId=3289686024
156,DiDi Labs,2.5,Data Scientist - Fraud Analytics,"Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=605&ao=8095&s=58&guid=0000017597c66081bd7110394799593b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0aabda19&cb=1604569162552&jobListingId=3685849802
157,"nexus IT group, Inc.",,Data Scientist,"Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=606&ao=60007&s=58&guid=0000017597c66081bd7110394799593b&src=GD_JOB_AD&t=SR&vt=w&cs=1_db412f99&cb=1604569162554&jobListingId=3683214879
158,Cloudera,3.5,"Data Scientist, Diversity Insights","Santa Clara, CA",120K-192K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=607&ao=242900&s=58&guid=0000017597c66081bd7110394799593b&src=GD_JOB_AD&t=SR&vt=w&cs=1_30f6dbae&cb=1604569162554&jobListingId=3698427038
159,Dishcraft Robotics,4.5,AI Scientist,"San Carlos, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=608&ao=8095&s=58&guid=0000017597c66081bd7110394799593b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_426dc83c&cb=1604569162555&jobListingId=3703150936
160,"LotusFlare, Inc.",4,Data Scientist / Engineer,"Santa Clara, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=609&ao=4341&s=58&guid=0000017597c66081bd7110394799593b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1a5ee3c1&cb=1604569162555&jobListingId=3690492967
161,LIVE OBJECTS,,Data Scientist,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=610&ao=1091461&s=58&guid=0000017597c66081bd7110394799593b&src=GD_JOB_AD&t=SR&vt=w&cs=1_a5e851ee&cb=1604569162555&jobListingId=3663431513
